 5.74038600e-01  0.00000000e+00  3.60443370e-06 -1.05735847e-01  0.00000000e+00  1.90089729e-05 -2.34126871e-01  0.00000000e+00  7.90698871e-02 -2.34175882e-01  0.00000000e+00 -7.90925005e-02
 0.00000000e+00  1.74587155e-01  0.00000000e+00 0.00000000e+00 -5.74393092e-02  0.00000000e+00 0.00000000e+00 -5.85750713e-02  0.00000000e+00 0.00000000e+00 -5.85727750e-02  0.00000000e+00
 3.60443370e-06  0.00000000e+00  9.84659444e-01 2.77222203e-05  0.00000000e+00 -7.93973073e-01 7.43279868e-02  0.00000000e+00 -9.53437115e-02 -7.43593134e-02  0.00000000e+00 -9.53426588e-02
-1.05735847e-01  0.00000000e+00  2.77222203e-05 7.34113923e-02  0.00000000e+00 -2.30924976e-05 1.61616043e-02  0.00000000e+00  3.67334752e-02 1.61628500e-02  0.00000000e+00 -3.67381049e-02
 0.00000000e+00 -5.74393092e-02  0.00000000e+00 0.00000000e+00  1.89162514e-02  0.00000000e+00 0.00000000e+00  1.92583869e-02  0.00000000e+00 0.00000000e+00  1.92646708e-02  0.00000000e+00
 1.90089729e-05  0.00000000e+00 -7.93973073e-01 -2.30924976e-05  0.00000000e+00  8.80308701e-01 1.90306969e-02  0.00000000e+00 -4.31595582e-02 -1.90266134e-02  0.00000000e+00 -4.31760697e-02
-2.34126871e-01  0.00000000e+00  7.43279868e-02 1.61616043e-02  0.00000000e+00  1.90306969e-02 2.37067563e-01  0.00000000e+00 -1.04581602e-01 -1.91022958e-02  0.00000000e+00  1.12229183e-02
 0.00000000e+00 -5.85750713e-02  0.00000000e+00 0.00000000e+00  1.92583869e-02  0.00000000e+00 0.00000000e+00  1.96608256e-02  0.00000000e+00 0.00000000e+00  1.96558588e-02  0.00000000e+00
 7.90698871e-02  0.00000000e+00 -9.53437115e-02 3.67334752e-02  0.00000000e+00 -4.31595582e-02 -1.04581602e-01  0.00000000e+00  1.28955669e-01 -1.12217603e-02  0.00000000e+00  9.54760122e-03
-2.34175882e-01  0.00000000e+00 -7.43593134e-02 1.61628500e-02  0.00000000e+00 -1.90266134e-02 -1.91022958e-02  0.00000000e+00 -1.12217603e-02 2.37115327e-01  0.00000000e+00  1.04607687e-01
 0.00000000e+00 -5.85727750e-02  0.00000000e+00 0.00000000e+00  1.92646708e-02  0.00000000e+00 0.00000000e+00  1.96558588e-02  0.00000000e+00 0.00000000e+00  1.96522453e-02  0.00000000e+00
-7.90925005e-02  0.00000000e+00 -9.53426588e-02 -3.67381049e-02  0.00000000e+00 -4.31760697e-02 1.12229183e-02  0.00000000e+00  9.54760122e-03 1.04607687e-01  0.00000000e+00  1.28971127e-01
